name,rating,types,directors,actors
穿过月亮的旅行,6.2,剧情 / 爱情,李蔚然,张子枫 / 胡先煦 / 仁科 / 长江 / 黄小蕾 / 赵小棠 / 生港帅 / 袁文康 / 陈妍希 / 吴宣仪 / 李嘉琦 / 管乐 / 杨九郎 / 张占义 / 冯绍峰 / 钱漪 / 张祐维 / 李晨 / 张百乔 / 王影璐 / 茂涛 / 李宗恒 / 吴昊宸 / 韩云云 / 吴雨雪 / 王天放
异人之下,5.1,动作 / 奇幻,乌尔善 / 夏鹏,胡先煦 / 李宛妲 / 冯绍峰 / 乔振宇 / 宋宁峰 / 娜然  / 那尔那茜 / 兰西雅 / 邬家楷 / 尚铁龙 / 陈彼得 / 熊稳稳 / 橙一杰 / 刘纯燕 / 桑平 / 刘星辰 / 隋咏良 / 韩鹏翼 / 冯粒 / 刘金龙 / 黄小蕾 / 那威 / 王劲松
喜羊羊与灰太狼之筐出未来,6.7,喜剧 / 动画 / 运动,黄伟明,祖晴 / 张琳 / 邓玉婷 / 梁颖 / 刘红韵 / 高全胜 / 赵娜
孤星计划,5.9,剧情 / 悬疑,徐展雄,王源 / 张雪迎 / 梁靖康 / 李晨 / 印小天 / 韩童生 / 余皑磊 / 董勇 / 此沙 / 翟潇闻 / 张晓晨 / 陈雨锶 / 李嘉鑫 / 高戈 / 马泰 / 王莎莎 / 陈铭杨 / 鹿骐 / 叶筱玮 / 张海宇 / 曹骏 / 袁近辉 / 金靖承 / 生港帅 / 胡宝森 / 袁文康 / 王仁君 / 佟梦实 / 姚安濂 / 张建亚 / 林栋甫 / 何晟铭 / 李宗翰 / 小爱
乘船而去,8.1,剧情 / 家庭,陈小雨,葛兆美 / 刘丹 / 吴洲凯 / 何必 / 何圳煜 / 刘凤凰 / 王志康 / 周琳 / 郭亚美 / 杜先 / 安宁
画江湖之天罡,8.2,动作 / 动画 / 武侠,周飞龙 / 任伟杰,孟宇 / 阎么么 / 王凯 / 郭政建 / 阎萌萌 / 杨默 / 高枫 / 齐斯伽 / 刘芊含 / 马程 / 王金笛 / 郝明亮 / 张占坤 / 苗壮 / 巴赫 / 孙雷 / 任景行 / 祁欣 / 一更 Geng Yi / 二更 Geng Er
五个扑水的少年,7.2,喜剧 / 运动,宋灏霖,辛云来 / 冯祥琨 / 李孝谦 / 吴俊霆 / 王川 / 辛柏青 / 代乐乐 / 衣云鹤 / 缪纪君 / 林鹏 / 王晴 / 韩秋池 / 姜永波 / 李大光 / 常海波 / 吴一逊 / 寇孑 / 周云枫 / 刘德昌 / 汪卓 / 邵逸凡
熊猫计划,5.5,喜剧 / 动作,张栾,成龙 / 魏翔 / 史策 / 韩彦博 / 贾冰 / 安地 / 马铁摩 / 莎莎 / 芮丹尼 / 诺克 / 图林 / 伊万·波诺马连科 / 奥梅尔·尤祖亚克
绝望主夫,4.4,喜剧,张琦,常远 / 李嘉琦 / 魏翔 / 王成思 / 郭祥鹏 / 李海银 / 王宁 / 黄才伦 / 周大勇 / 陶亮 / 高海宝 / 苏伊可 / 李诚儒 / 李萍 / 王智 / 赵柯 / 蒋诗萌 / 宋木子
椒麻堂会,8.5,剧情,邱炯炯,易思成 / 陈浩宇 / 关南 / 邱志敏 / 薛旭春 / 顾桃 / 徐刚
我经过风暴,6.5,剧情 / 家庭,秦海燕,佟丽娅 / 吴昱翰 / 王影璐 / 张宥浩 / 黄璐 / 姜瑞霖 / 罗逸桥 / 谢欣华 / 谢春懿 / 傅迦 / 艾丽娅 / 荣梓杉 / 淳于珊珊
熊出没·重启未来,7.1,剧情 / 喜剧 / 科幻 / 动画,林永长 / 瞿才佳,谭笑 / 张秉君 / 张伟 / 刘思奇
门锁,4.3,剧情 / 惊悚 / 犯罪,别克,白百何 / 白客 / 范丞丞 / 王紫璇 / 马浴柯 / 刘欢 / 刘頔 / 吕晓霖 / 沙宝亮 / 朱泳腾 / 杜若溪 / 郭佳伊 / 金車厘子
超越,5.0,剧情 / 喜剧 / 运动,韩博文,郑恺 / 李昀锐 / 曹炳琨 / 张蓝心 / 张榕容 / 李晨 / 金靖 / 李宁
苍茫的天涯是我的爱,4.9,剧情 / 喜剧,陈孝良,曾毅 / 周奇 / 孙艺洲 / 柳岩 / 王玉雯 / 王迅 / 张智超 / 许吴彬 / 赵海燕 / 范明 / 吴军 / 蒋诗萌 / 张磊 / 李栋 / 雷淞然 / 董宝石 / 庞博 / 符龙飞 / 张一鸣 / 肖央 / 王太利 / 孟鹤堂 / 曹鹤阳 / 印小天 / 张晓谦 / 黄曦彦
最后的真相,5.9,剧情 / 悬疑 / 犯罪,李太阁,黄晓明 / 闫妮 / 涂们 / 阚清子 / 张嘉鑫 / 王影璐
山忌 黄衣小飞侠,4.5,惊悚 / 恐怖,蔡佳颖,刘以豪 / 袁澧林 / 曹佑宁 / 陈如山 / 陈孝萱
秘密访客,5.3,悬疑 / 惊悚,陈正道,郭富城 / 段奕宏 / 张子枫 / 许玮甯 / 荣梓杉 / 王圣迪 / 吕聿来 / 张柏嘉 / 孔雁
平凡英雄,6.3,剧情,陈国辉,李冰冰 / 冯绍峰 / 黄晓明 / 林永健 / 张一山 / 帕尔曼·帕热哈提 / 艾尔番·艾则孜 / 阿孜古丽·热西提 / 尼加提·吐尔逊 / 周依然 / 王子璇 / 曾越 / 古力娜扎 / 哈妮克孜 / 艾来提·乌买尔 / 百克力 / 胡冰卿 / 那志东 / 席与立 / 孙浠伦 / 朱茵 / 吴昊宸 / 张晶 / 热亚提·玉苏甫 / 艾克热木·阿斯哈尔 / 马天宇 / 杜淳 / 果靖霖 / 拜尔娜·帕热哈提 / 石昊正 / 张子贤 / 刘钧 / 王挺 / 郭家豪 / 黄奕 / 贾青 / 古丽迪娅尔·阿纳依提 / 杨云汉
兔子暴力,5.8,剧情 / 家庭 / 犯罪,申瑜,万茜 / 李庚希 / 黄觉 / 潘斌龙 / 是安 / 柴烨 / 周子越 / 俞更寅 / 方励 / 耐安 / 杨莉 / 高华阳 / 姬云潇 / 谭子轩 / 吴欣芮 / 韩丹
大“反”派,4.2,剧情 / 喜剧,包贝尔,包贝尔 / 李嘉琦 / 周大勇 / 马旭东 / 王喳喳 / 孔梓柔 / 克拉拉 / 于洋 / 魏翔 / 贾冰 / 杨皓宇 / 尹正 / 王迅 / 常远 / 文章 / 王成思 / 张一鸣 / 王天放 / 吕严 / 张百乔 / 滕哲 / 张祐维 / 德柏
当男人恋爱时,6.3,爱情,殷振豪,邱泽 / 许玮甯 / 蔡振南 / 钟欣凌 / 蓝苇华 / 阳靓 / 黄路梓茵 / 马瑞鸿 / 林志谦 / 简宗福 / 谭庆普 / 林志儒 / 侯彦西 / 钟典佑 / 李乃文 / 吴宗儒 / 庄雨洁
传说,4.3,剧情 / 动作 / 奇幻 / 冒险,唐季礼,成龙 / 张艺兴 / 古力娜扎 / 李治廷 / 李晨 / 彭小苒 / 窦骁 / 郑业成 / 马元 / 吕良伟 / 金巧巧 / 马艳丽 / 艾尔番·艾则孜 / 贾冰 / 金喜善 / 唐季礼 / 降央卓玛 / 阿兰
了不起的夜晚,5.5,喜剧 / 惊悚,马凯,范丞丞 / 蒋龙 / 蒋易 / 王子璇 / 梁龙 / 孔连顺 / 蒋诗萌 / 甘昀宸 / 许馨文 / 梦涵 / 齐羽嘉
第十一回,7.2,剧情 / 喜剧,陈建斌,陈建斌 / 周迅 / 大鹏 / 窦靖童 / 春夏 / 王学兵 / 宋佳 / 牛犇 / 刘金山 / 于谦 / 贾冰 / 黄建新 / 史航 / 方龄 / 李九霄
东北警察故事2,7.2,剧情 / 动作 / 犯罪,秦鹏飞 / 杨秉佳,谢苗 / 张皓森 / 江易轩 / 张立 / 邢瀚 / 刘峰超 / 房岩 / 周显欣 / 唐北平 / 唐娜 / 刘超
三国的星空第一部,7.2,动画 / 历史,于孟 / 袁原,檀健次 / 路金波 / 旺旺 / 任俊鹏 / 杨卫 / 良生 / 方浩然 / 沉寂 / 囧森瑟夫 / 一舟 / 肖合来提·艾尼 / 巽辰 / 易中天 / 李潇宇 / 蒋钲圣 / 陈一伊 / 何梓骞
以年为单位的恋爱,5.2,爱情,黎志,毛晓彤 / 杨玏 / 孙千 / 张海宇 / 刘佳 / 傅首尔 / 包文婧 / 王彦霖 / 晏紫东 / 斯外戈 / 董思怡 / 丁冠森 / 安沺 / 柯博伦
吉祥如意,7.6,剧情 / 家庭,大鹏,王吉祥 / 大鹏 / 刘陆 / 王庆丽 / 沙丹
熊出没·伴我“熊芯”,7.2,喜剧 / 科幻 / 动画,林永长 / 邵和麒,张秉君 / 谭笑 / 张伟 / 缪莹莹 / 贾晨露 / 聂吉轩 / 王天昊 / 张茗 / 王思雨
那个不为人知的故事,4.7,剧情 / 爱情,张岩,邱泽 / 郎月婷 / 李孝谦 / 邢佳栋 / 柯达 / 王道铁 / 董牧沙 / 甘昀宸 / 尚馨 / 张风 / 雷淞然 / 王志鹏
瀑布,7.7,剧情,钟孟宏,贾静雯 / 王净 / 陈以文 / 李李仁 / 宋少卿 / 刘亮佐 / 杨丽音 / 魏如萱 / 洪小铃 / 张少怀 / 许玮甯 / 黄信尧 / 魏如昀 / 邓志鸿 / 刘冠廷 / 苏逸洪
虎毒不,7.6,剧情,陈小娟,谈善言 / 卢镇业 / 彭杏英 / 冯素波 / 区嘉雯 / 太保 / 许博文 / 文颂娴
银河写手,6.4,剧情 / 喜剧,李阔 / 单丹丹,宋木子 / 合文俊 / 李飞 / 李文茹 / 宋晓亮 / 张皓森 / 刘默然 / 祁又一 / 魏来 / 白志强 / 李阔 / 单丹丹
扫黑行动,3.7,动作 / 犯罪,林德禄,周一围 / 秦海璐 / 张智霖 / 王劲松 / 曾志伟 / 吕良伟 / 吴孟达 / 王迅 / 邵兵 / 曹卫宇 / 马浴柯 / 张艺上 / 董璇 / 曹成方 / 林家川 / 肖央 / 张晞临 / 刘之冰 / 何政军 / 胡亚捷 / 陈雨贤 / 邵家荣 / 要武
伞少女,6.4,动画 / 奇幻 / 古装,沈杰,聂曦映 / 谷江山 / 刘校妤 / 沈念如 / 张杰 / 乔诗语 / 季冠霖 / 刘琮 / 锦鲤 / 陈少熙 / 徐佳琦 / 苏尚卿 / 蔡海婷 / 林兰 / 李诗萌 / 刘芊含 / 钱琛 / 沈依杭
请别相信她,5.0,喜剧 / 爱情,杨沅翰,章若楠 / 吴昱翰 / 吴彦姝 / 杜晓宇 / 王成思 / 王尧 / 卜冠今 / 马丽 / 常远 / 魏翔 / 李立群 / 腾格尔 / 于洋 / 李慧 / 陈卫 / 屈爽 / 罗康 / 宋楠惜 / 王初伊 / 马思惠
检察风云,4.3,剧情 / 悬疑 / 犯罪,麦兆辉,黄景瑜 / 白百何 / 王丽坤 / 王千源 / 冯绍峰 / 包贝尔 / 苏可 / 张衣 / 梁颂晴 / 石兆琪 / 于荣光 / 田启文 / 岳云鹏 / 郝平 / 寇振海 / 梁超 / 刘仪伟 / 宗峰岩 / 于佩尧 / 张稷轩 / 张亚齐 / 王维申 / 金博 / 李羽桐 / 白少伟
大红包,4.6,喜剧 / 爱情,李克龙,包贝尔 / 克拉拉 / 张一鸣 / 贾冰 / 许君聪 / 廖蔚蔚 / 赵毅新 / 姜语心 / 杜源 / 王小利 / 李琳 / 岳跃利 / 李萍
一周的朋友,4.7,剧情,林孝谦,赵今麦 / 林一 / 沈月 / 汪佳辉 / 范诗然 / 张宸逍
星月童话,8.2,剧情 / 爱情 / 惊悚,李仁港,张国荣 / 常盘贵子 / 杨紫琼 / 廖启智 / 李香琴 / 星野有香 / 高捷 / 惠天赐 / 黄家诺
流浪地球,9.7,科幻/灾难,郭帆,屈楚萧/吴京/李光洁/吴孟达/赵今麦/隋凯/屈菁菁/张亦驰/杨皓宇/阿尔卡基·沙罗格拉茨基/李虹辰/杨轶/姜志刚/张欢/雷佳音/宁浩/刘慈欣/郭京飞/王智/张子贤/路阳/张宁/张小北/饶晓志/陶珞依/吴晓亮/龚格尔/郭帆
我不是药神,9.6,剧情/喜剧,文牧野,徐峥/王传君/周一围/谭卓/章宇/杨新鸣/王佳佳/王砚辉/贾晨飞/龚蓓苾/宁浩/李乃文/岳小军/苇青/富冠铭/巴拉特·巴蒂/喜利图/张海艳/朱耕佑
让子弹飞,9.6,剧情/喜剧/动作/西部,姜文,姜文/葛优/周润发/刘嘉玲/陈坤/张默/姜武/周韵/廖凡/姚橹/邵兵/苗圃/冯小刚/胡军/马珂/白冰/杜奕衡/李静/胡明/危笑/杨奇雨/赵铭
霸王别姬,9.6,剧情/爱情/同性,陈凯歌,张国荣/张丰毅/巩俐/葛优/英达/蒋雯丽/吴大维/吕齐/雷汉/尹治/马明威/费振翔/智一桐/李春/赵海龙/李丹/童弟/沈慧芬/黄斐
哪吒之魔童降世,9.5,剧情/喜剧/动画/奇幻,饺子,吕艳婷/囧森瑟夫/瀚墨/陈浩/绿绮/张珈铭/杨卫
无名之辈,9.5,剧情/喜剧,饶晓志,陈建斌/任素汐/潘斌龙/章宇/王砚辉/九孔/马吟吟/程怡/宁桓宇/邓恩熙/谢波/范翔/赵梓冲/史策/马睿瀚/林海/邓钢
一出好戏,9.5,剧情/喜剧,黄渤,黄渤/舒淇/王宝强/张艺兴/于和伟/王迅/李勤勤/李又麟/宁浩/管虎/梁静/徐峥/陈德森/张磊
西虹市首富,9.5,喜剧,闫非/彭大魔,沈腾/宋芸桦/张一鸣/张晨光/常远/魏翔/赵自强/九孔/李立群/王成思/徐冬冬/艾伦/杨皓宇/黄才伦/王力宏/包贝尔/郎咸平/张绍刚/杨文哲/陶亮/王赞/黄杨/刘鉴/杨沅翰/林炳宝/骆佳/陈昊明/臧一人
红海行动,9.5,动作/战争,林超贤,张译/黄景瑜/海清/杜江/蒋璐霞/尹昉/王强/郭家豪/王雨甜/麦亨利/张涵予/王彦霖
战狼2,9.5,动作/战争,吴京,吴京/弗兰克·格里罗/吴刚/张翰/卢靖姗/丁海峰/淳于珊珊/余男/于谦/石兆琪/海蒂·莫尼梅克/奥列格·普鲁迪乌斯/艾伦·托尼/赛尔·哈里斯/高明/王森/苇青/程愫/张永达/郭秋成/杜建桥/周冠廷/安·詹姆斯/黛安娜·希拉/孙率航/张馨月/关海龙/安妮塔·斯图尔特/特雷弗·琼斯/奥斯汀·普里斯特
大话西游之大圣娶亲,9.5,喜剧/爱情/奇幻/古装,刘镇伟,周星驰/吴孟达/朱茵/蔡少芬/蓝洁瑛/莫文蔚/罗家英/刘镇伟/陆树铭/李健仁
大话西游之月光宝盒,9.5,喜剧/爱情/奇幻/古装,刘镇伟,周星驰/吴孟达/罗家英/蓝洁瑛/莫文蔚/江约诚/陆树铭/刘镇伟/朱茵/李健仁
飞驰人生,9.4,喜剧,韩寒,沈腾/黄景瑜/尹正/张本煜/尹昉/田雨/魏翔/赵文瑄/腾格尔/易小星/李庆誉/高华阳/刘帅良/李玲玉/何穗/潘晓婷/田沅/李春嫒/冯绍峰
无双,9.4,剧情/动作/悬疑/犯罪,庄文强,周润发/郭富城/张静初/冯文娟/廖启智/周家怡/王耀庆/方中信/高捷/邢佳栋/张松枝/张建声/吴嘉龙/孙佳君
唐人街探案2,9.4,喜剧/动作/悬疑/犯罪,陈思诚,王宝强/刘昊然/肖央/刘承羽/尚语贤/王迅/妻夫木聪/迈克尔·皮特/白灵/元华/曾江/王成思/杨金赐/范湉湉/佟丽娅/陈思诚
芳华,9.4,剧情/历史/战争,冯小刚,黄轩/苗苗/钟楚曦/杨采钰/李晓峰/王天辰/王可如/隋源/张仁博/苏岩/张国立/赵立新
羞羞的铁拳,9.4,喜剧/奇幻,宋阳/张吃鱼,艾伦/马丽/沈腾/田雨/宋阳/薛皓文/常远/黄才伦/王智
驴得水,9.4,剧情/喜剧,周申/刘露,任素汐/大力/刘帅良/裴魁山/阿如那/韩彦博/卜冠今/王堃/高阳/苏千越/亚瑟·麦克拉蒂/王峰
湄公河行动,9.4,剧情/动作/犯罪,林超贤,张涵予/彭于晏/孙淳/陈宝国/冯文娟/刘显达/赵健/吴旭东/吴嘉龙/卢惠光/柏华力·莫高彼斯彻/维他亚·潘斯林加姆/战立国/石占杰/伍麟凯/魏蔓/李佳璇/郝文婷/王笑龙/任蕊
老炮儿,9.4,剧情/犯罪,管虎,冯小刚/许晴/张涵予/刘桦/李易峰/吴亦凡/梁静/白举纲/于和伟/连奕名/尚语贤/鲁诺/管宗祥/尹力/余皑磊/宁浩/江珊/张译/郭京飞/张鲁一/赵毅/梁天/张一山/王俊凯/王源/易烊千玺/巴图
夏洛特烦恼,9.4,喜剧/爱情,闫非/彭大魔,沈腾/马丽/尹正/艾伦/王智/田雨/宋阳/常远/李萍/李立群/张一鸣/马小茜/赵震/董良瑜/刘坤/黄才伦/陈昊明/陆林洁/王成思/刘金/刘立东/杨欢/宁幻秋/温森/陶柏/许猛/嫣红/刘叶舟/王硕/马驰
人再囧途之泰囧,9.4,喜剧,徐峥,徐峥/王宝强/黄渤/陶虹/谢楠/范冰冰
疯狂的外星人,9.3,喜剧/科幻,宁浩,黄渤/沈腾/汤姆·派福瑞/马修·莫里森/徐峥/于和伟/雷佳音/刘桦/邓飞/蔡明凯/王戈/凯特·纳尔逊/王砚伟/呲路
影,9.3,剧情/动作/武侠/古装,张艺谋,邓超/孙俪/郑恺/王千源/王景春/胡军/关晓彤/吴磊/封柏
邪不压正,9.3,剧情/喜剧/动作,姜文,彭于晏/廖凡/姜文/周韵/许晴/泽田谦也/安地/史航/李梦/丁嘉丽/陈曦
七月与安生,9.3,剧情/爱情,曾国祥,周冬雨/马思纯/李程彬/李萍/蔡纲/蒙亭宜/沙全泽/姚欣言/李昊芳/蒋亭轩
寻龙诀,9.3,剧情/动作/奇幻/冒险,乌尔善,陈坤/黄渤/舒淇/杨颖/夏雨/刘晓庆/颜卓灵/曹操/张东/黄西/僧格仁钦
后会无期,9.3,剧情,韩寒,冯绍峰/陈柏霖/钟汉良/王珞丹/袁泉/陈乔恩/贾樟柯/白客/孔连顺/高华阳
北京遇上西雅图,9.3,喜剧/爱情,薛晓路,汤唯/吴秀波/海清/宋美曼/宋美慧/金燕玲/买红妹/布拉德·哈德/李绮虹
西游降魔篇,9.3,喜剧/奇幻/冒险,周星驰/郭子健,文章/舒淇/黄渤/罗志祥/李尚正/陈炳强/赵志凌/周秀娜/杨迪/释彦能/冯勉恒/谢晶晶/何文辉/唐艺昕/卢正雨/张煜雯/葛行于/张超理/程思寒
人在囧途,9.3,喜剧,叶伟民,徐峥/王宝强/李曼/李小璐/左小青/张歆艺/黄小蕾/马健/邱林
疯狂的石头,9.3,喜剧/犯罪,宁浩,郭涛/刘桦/连晋/黄渤/徐峥/优恵/罗兰 /王迅
活着,9.3,剧情/家庭/历史,张艺谋,葛优/巩俐/姜武/牛犇/郭涛/张璐/倪大红/肖聪/董飞/刘天池/董立范/黄宗洛/刘燕瑾/李连义/杨同顺
白蛇：缘起,9.2,爱情/动画/奇幻,黄家康/赵霁,张喆/杨天翔/唐小喜/刘薇/张遥函/郑小璞/张博恒/张赫/马程/程寅/陈霖生/惠龙/林强/章斌
动物世界,9.2,剧情/动作/冒险,韩延,李易峰/迈克尔·道格拉斯/周冬雨/曹炳琨/王戈/苏可
超时空同居,9.2,喜剧/爱情/奇幻,苏伦,雷佳音/佟丽娅/张衣/于和伟/王正佳/陶虹/李念/李光洁/杨玏/范明/徐峥/杨迪/方龄/陈昊
大鱼海棠,9.2,剧情/动画/奇幻,梁旋/张春,季冠霖/苏尚卿/许魏洲/金士杰/杨婷/潘淑兰/九儿/王德顺/张媛媛/薛立方/姜广涛/阿杰/马正阳/宝木中阳/刘校妤
烈日灼心,9.2,剧情/悬疑/犯罪,曹保平,邓超/段奕宏/郭涛/王珞丹/吕颂贤/高虎/白柳汐/杜志国
捉妖记,9.2,喜剧/奇幻/古装,许诚毅,白百何/井柏然/姜武/金燕玲/钟汉良/曾志伟/吴君如/汤唯/姚晨/闫妮/保剑锋/王栎鑫/郭晓东/李菁菁/田雨橙/张悦轩
心花路放,9.2,喜剧/爱情,宁浩,黄渤/徐峥/袁泉/周冬雨/陶慧/岳小军/沈腾/张俪/马苏/刘美含/王砚辉/焦俊艳/郭涛/李晨/熊乃瑾/夏雨/刘仪伟/雷佳音/雍梦婷/梁浩
亲爱的,9.2,剧情/家庭,陈可辛,赵薇/黄渤/佟大为/郝蕾/张译/张雨绮/张国强/朱子墨/李一情/陈莹/余皑磊/黄建新
无人区,9.2,剧情/犯罪/西部,宁浩,徐峥/黄渤/余男/多布杰/王双宝/巴多/杨新鸣/郭虹/陶虹/黄精一/赵虎/王辉
致我们终将逝去的青春,9.2,剧情/爱情,赵薇,杨子姗/赵又廷/韩庚/江疏影/刘雅瑟/张瑶/包贝尔/郑恺/王佳佳/黄宥明/佟丽娅/孙玮/王森/黄小蕾/杨澜/宫哲/崔文璐/韩红/潘虹/李大光/马小宁/郝姗姗
一代宗师,9.2,剧情/动作/爱情/传记,王家卫,梁朝伟/章子怡/张震/宋慧乔/赵本山/小沈阳/王庆祥/张晋/卢海鹏/冯克安/刘家勇/张智霖/金士杰/徐锦江/刘洵/尚铁龙/罗莽/吴廷烨
岁月神偷,9.2,剧情/家庭,罗启锐,吴君如/任达华/钟绍图/李治廷/蔡颖恩/秦沛/夏萍/谷德昭/许鞍华/张同祖/庄域飞/威廉希路/李健兴/林耀祺/廖爱玲/张翼东/钱耀荣/谭瓒强/陈庆航/黎祥荣
风声,9.2,剧情/惊悚/战争/犯罪,陈国富/高群书,周迅/李冰冰/张涵予/王志文/黄晓明/苏有朋/英达/石兆琪/倪大红/段奕宏/朱旭/刘威葳/张一白/吴刚/邓家佳/刘芸/爱戴
色，戒,9.2,剧情/爱情/情色,李安,梁朝伟/汤唯/陈冲/王力宏/庹宗华/朱芷莹/高英轩/柯宇纶/阮德锵/钱嘉乐/苏岩/何赛飞/宋茹惠/樊光耀/卢燕/刘洁/余娅/王琳/王侃/竹下明子/阿努潘·凯尔
鬼子来了,9.2,剧情/历史/战争,姜文,姜文/香川照之/袁丁/姜宏波/丛志军/喜子/泽田谦也/李海滨/蔡卫东/陈述/陈莲梅/史建全/陈强/宫路佳具/吴大维/梶冈润一/石山雄大/述平/姜武
阳光灿烂的日子,9.2,剧情/爱情,姜文,夏雨/宁静/陶虹/耿乐/斯琴高娃/冯小刚/刘小宁/姜文/王学圻/王朔/尚楠/方化/代少波/王海/姚二嘎/吴淑昆/左小青/韩冬/孙靖/刘斌/张维/杨彤林/王海/王福/胡贝贝/高保成/吴淑琨/张华/二勇/烈子
新喜剧之王,9.1,剧情/喜剧,周星驰,王宝强/鄂靖文/张全蛋/景如洋/张琪/袁兴哲/田启文/黄骁鹏/蔡哲睿/苗溢伦
新喜剧之王,9.1,剧情/喜剧,周星驰,王宝强/鄂靖文/张全蛋/景如洋/张琪/袁兴哲/田启文/黄骁鹏/蔡哲睿/苗溢伦
狗十三,9.1,剧情/家庭,曹保平,张雪迎/果靖霖/智一桐/代旭/黄诗佳/曹馨月/聂鑫/周珍
暴裂无声,9.1,剧情/悬疑/犯罪,忻钰坤,宋洋/姜武/袁文康/谭卓/王梓尘/安琥/伊天锴
绣春刀II：修罗战场,9.1,剧情/动作/武侠/古装,路阳,张震/杨幂/张译/雷佳音/辛芷蕾/金士杰/刘端端/武强/杨轶/李媛/吴晓亮/李洪涛/刘峰超/袁文康/马赫/刘亭作/姜晓冲/陈齐威/王仁君/周一围
西游伏妖篇,9.1,喜剧/动作/奇幻/古装,徐克,吴亦凡/林更新/姚晨/林允/包贝尔/巴特尔/杨一威/大鹏/王丽坤/汪铎/张美娥
长城,9.1,动作/奇幻/冒险,张艺谋,马特·达蒙/景甜/佩德罗·帕斯卡/刘德华/威廉·达福/张涵予/鹿晗/彭于晏/林更新/郑恺/黄轩/陈学冬/王俊凯/余心恬/刘恩佳/李亨/李京沐/纽曼·阿卡/约翰尼·希科/皮鲁·埃斯贝克
解救吾先生,9.1,剧情/犯罪,丁晟,刘德华/刘烨/吴若甫/王千源/林雪/赵小锐/李梦/蔡鹭/陆彭/余皑磊
港囧,9.1,喜剧,徐峥,徐峥/赵薇/包贝尔/杜鹃/葛民辉/李灿森/潘虹/赵有亮/朱媛媛/王迅/冯勉恒/王晶/叶竞生/林晓峰/车保罗/苑琼丹/林雪/江约诚/郑丹瑞/田启文/吴耀汉/林路迪/詹瑞文/庄思敏/陶虹
滚蛋吧！肿瘤君,9.1,喜剧/爱情,韩延,白百何/吴彦祖/李媛/刘芮麟/程伊/刘莉莉/李建义/张子萱/沈腾
重返20岁,9.1,喜剧/爱情/奇幻,陈正道,杨子姗/归亚蕾/陈柏霖/鹿晗/王德顺/赵立新/李宜娟/尹雨航/夏星/林丛/杨青/周雨彤
智取威虎山,9.1,剧情/动作/战争/冒险,徐克,张涵予/梁家辉/林更新/余男/佟丽娅/韩庚/陈晓/谢苗/吴旭东/杜奕衡/海一天/张立/释彦能/孙蛟龙/程思寒/元武/肖轶/王尧/杨一威
绣春刀,9.1,剧情/动作/武侠/古装,路阳,张震/刘诗诗/王千源/李东学/聂远/金士杰/叶青/周一围/朱丹/赵立新/叶项明
催眠大师,9.1,剧情/悬疑/惊悚,陈正道,徐峥/莫文蔚/胡静/吕中/王耀庆/杨凯迪
小时代,9.1,剧情/喜剧/爱情,郭敬明,杨幂/柯震东/郭采洁/郭碧婷/谢依霖/凤小岳/李悦铭/陈学冬/姜潮/杜天皓/商侃/王琳/丁巧唯
唐山大地震,9.1,剧情/历史/灾难,冯小刚,徐帆/张静初/李晨/陈道明/张子枫/张家骏/王子文/陈瑾/陆毅/张国强/杨立新/吕中/咏梅/刘莉莉/马秋子
非诚勿扰,9.1,喜剧/爱情,冯小刚,葛优/舒淇/范伟/徐若瑄/方中信/胡可/巩新亮/车晓/冯远征/罗海琼/邬逸聪/何佳怡/李琳
宝贝计划,9.1,剧情/喜剧/动作,陈木胜,成龙/古天乐/蔡志强/许冠文/蔡卓妍/高圆圆/陈宝国/元彪/余安安/吴彦祖/谢霆锋
天下无贼,9.1,剧情/动作/犯罪,冯小刚,刘德华/刘若英/王宝强/李冰冰/葛优/张涵予/尤勇/徐帆/傅彪/范伟/冯远征/林家栋
风中有朵雨做的云,9.0,剧情/悬疑/犯罪,娄烨,井柏然/宋佳/马思纯/秦昊/陈妍希/张颂文/陈冠希/颜卓灵/王维申/胡伶/黄伊凡/陈伟榕/单宝中/梁致力/罗义民
李茶的姑妈,9.0,喜剧,吴昱翰,黄才伦/艾伦/宋阳/卢靖姗/沈腾/韩彦博/陈冰/张镨冉/王宇/赵雪/常远/王成思/张琛/魏玮/陶亮/朱微玮/芦莹/李海银/何子君/高海宝/刘坤/钱晨光/乌日塔/杨洁/向斐/何孟卓/王野苓/喜子/张琳
快把我哥带走,9.0,喜剧/奇幻,郑芬芬,张子枫/彭昱畅/赵今麦/孙泽源/周翊然/刘冠毅/姜宏波/徐光宇
后来的我们,9.0,剧情/爱情,刘若英,井柏然/周冬雨/田壮壮/曲哲明/刘启恒/苏小明/邹倚天/张子贤/施予斐/李剑青
捉妖记2,9.0,喜剧/奇幻,许诚毅,梁朝伟/白百何/井柏然/李宇春/杨祐宁/大鹏/吴君如/曾志伟/黄磊/柳岩/吴莫愁/伍嘉成/赵磊/谷嘉诚/彭楚粤/陈泽希/郭子凡/肖战/焉栩嘉/夏之光/姜超/娄艺潇/张俪
追龙,9.0,动作/犯罪,王晶/关智耀,甄子丹/刘德华/姜皓文/郑则仕/刘浩龙/汤镇业/喻亢/胡然/徐冬冬/黄日华/陈惠敏/周励淇/吴毅将
